Timezone(sec),19800
2023-01-04 15:14:05.405501,172,99
2023-01-04 15:14:05.604433,93,93
2023-01-04 15:14:05.805804,90,92
2023-01-04 15:14:06.004065,174,96
2023-01-04 15:14:06.205513,97,92
2023-01-04 15:14:06.405711,154,97
2023-01-04 15:14:06.604616,107,95
2023-01-04 15:14:06.804483,178,98
2023-01-04 15:14:07.004052,126,98
2023-01-04 15:14:07.205410,115,96
2023-01-04 15:14:07.404530,95,91
2023-01-04 15:14:07.603940,181,94
2023-01-04 15:14:07.806269,85,98
2023-01-04 15:14:08.005597,151,94
2023-01-04 15:14:08.205738,119,97
2023-01-04 15:14:08.404284,100,95
2023-01-04 15:14:08.604892,184,97
2023-01-04 15:14:08.804173,126,90
2023-01-04 15:14:09.003934,110,99
2023-01-04 15:14:09.205423,168,93
2023-01-04 15:14:09.405138,148,92
2023-01-04 15:14:09.604380,118,90
2023-01-04 15:14:09.804319,139,97
2023-01-04 15:14:10.004724,136,97
2023-01-04 15:14:10.205373,157,98
2023-01-04 15:14:10.404641,143,93
2023-01-04 15:14:10.604381,119,93
2023-01-04 15:14:10.804011,121,92
2023-01-04 15:14:11.004133,119,95
2023-01-04 15:14:11.204468,171,95
2023-01-04 15:14:11.404064,132,93
2023-01-04 15:14:11.604691,124,95
2023-01-04 15:14:11.803954,182,94
2023-01-04 15:14:12.005870,108,93
2023-01-04 15:14:12.204481,95,99
2023-01-04 15:14:12.404604,163,94
2023-01-04 15:14:12.604735,113,96
2023-01-04 15:14:12.804413,160,93
2023-01-04 15:14:13.004927,131,95
2023-01-04 15:14:13.205206,141,96
2023-01-04 15:14:13.404639,118,90
2023-01-04 15:14:13.604993,136,97
2023-01-04 15:14:13.804273,126,94
2023-01-04 15:14:14.003807,162,91
2023-01-04 15:14:14.204480,120,91
2023-01-04 15:14:14.404494,118,96
2023-01-04 15:14:14.605173,169,90
2023-01-04 15:14:14.806207,136,94
2023-01-04 15:14:15.005198,136,93
2023-01-04 15:14:15.207113,147,94
2023-01-04 15:14:15.406780,175,98
2023-01-04 15:14:15.604582,88,92
2023-01-04 15:14:15.804604,172,91
2023-01-04 15:14:16.004173,157,90
2023-01-04 15:14:16.207081,169,95
2023-01-04 15:14:16.405019,118,93
2023-01-04 15:14:16.607290,141,91
2023-01-04 15:14:16.805709,148,98
2023-01-04 15:14:17.005452,109,99
2023-01-04 15:14:17.203915,163,90
2023-01-04 15:14:17.404679,123,96
2023-01-04 15:14:17.604409,121,93
2023-01-04 15:14:17.804689,140,97
2023-01-04 15:14:18.006282,153,91
2023-01-04 15:14:18.204958,125,98
2023-01-04 15:14:18.405536,174,90
2023-01-04 15:14:18.605188,169,96
2023-01-04 15:14:18.805635,105,97
2023-01-04 15:14:19.006879,99,99
2023-01-04 15:14:19.207477,107,99
2023-01-04 15:14:19.404597,96,95
2023-01-04 15:14:19.604345,152,96
2023-01-04 15:14:19.804660,143,98
2023-01-04 15:14:20.005022,118,95
2023-01-04 15:14:20.205623,149,92
2023-01-04 15:14:20.404760,117,98
2023-01-04 15:14:20.604083,163,95
2023-01-04 15:14:20.805999,180,99
2023-01-04 15:14:21.004078,119,91
2023-01-04 15:14:21.204027,135,93
2023-01-04 15:14:21.404417,167,97
2023-01-04 15:14:21.604319,119,96
2023-01-04 15:14:21.804006,155,99
2023-01-04 15:14:22.006245,158,92
2023-01-04 15:14:22.204543,127,93
2023-01-04 15:14:22.404065,110,97
2023-01-04 15:14:22.604095,104,93
2023-01-04 15:14:22.804319,134,98
2023-01-04 15:14:23.004386,137,92
2023-01-04 15:14:23.205370,87,97
2023-01-04 15:14:23.404160,154,91
2023-01-04 15:14:23.604693,108,92
2023-01-04 15:14:23.806329,178,93
2023-01-04 15:14:24.006377,113,93
2023-01-04 15:14:24.205266,121,96
2023-01-04 15:14:24.404643,184,96
2023-01-04 15:14:24.605251,116,92
2023-01-04 15:14:24.804085,103,93
2023-01-04 15:14:25.004566,127,99
2023-01-04 15:14:25.205383,86,92
2023-01-04 15:14:25.405130,162,97
2023-01-04 15:14:25.605299,168,91
2023-01-04 15:14:25.805274,134,91
2023-01-04 15:14:26.004163,147,91
2023-01-04 15:14:26.204458,131,91
2023-01-04 15:14:26.404359,145,98
2023-01-04 15:14:26.604951,134,97
2023-01-04 15:14:26.804317,116,93
2023-01-04 15:14:27.004790,99,97
2023-01-04 15:14:27.203918,177,92
2023-01-04 15:14:27.405262,100,92
2023-01-04 15:14:27.603885,143,94
2023-01-04 15:14:27.804092,151,91
2023-01-04 15:14:28.004573,183,90
2023-01-04 15:14:28.205422,152,94
2023-01-04 15:14:28.404743,183,91
2023-01-04 15:14:28.605109,155,91
2023-01-04 15:14:28.803948,119,98
2023-01-04 15:14:29.005500,132,97
2023-01-04 15:14:29.204287,109,93
2023-01-04 15:14:29.407322,174,91
2023-01-04 15:14:29.605152,161,95
2023-01-04 15:14:29.804814,115,98
2023-01-04 15:14:30.004545,136,94
2023-01-04 15:14:30.204530,129,96
2023-01-04 15:14:30.406205,163,98
2023-01-04 15:14:30.604717,108,97
2023-01-04 15:14:30.805478,172,94
2023-01-04 15:14:31.006159,184,97
2023-01-04 15:14:31.205102,166,95
2023-01-04 15:14:31.404647,85,97
2023-01-04 15:14:31.604143,98,96
2023-01-04 15:14:31.804934,105,92
2023-01-04 15:14:32.004460,159,91
2023-01-04 15:14:32.204785,117,93
2023-01-04 15:14:32.406353,133,93
2023-01-04 15:14:32.604349,180,92
2023-01-04 15:14:32.803918,151,93
2023-01-04 15:14:33.003898,109,96
2023-01-04 15:14:33.204555,154,99
2023-01-04 15:14:33.405760,165,96
2023-01-04 15:14:33.604999,181,98
2023-01-04 15:14:33.804001,157,92
2023-01-04 15:14:34.005328,110,93
2023-01-04 15:14:34.204715,182,94
2023-01-04 15:14:34.404764,168,90
2023-01-04 15:14:34.604753,86,90
2023-01-04 15:14:34.804220,122,94
2023-01-04 15:14:35.006022,167,93
2023-01-04 15:14:35.203940,95,97
2023-01-04 15:14:35.404726,152,90
2023-01-04 15:14:35.603838,120,93
2023-01-04 15:14:35.804269,165,92
2023-01-04 15:14:36.003841,88,92
2023-01-04 15:14:36.204707,128,93
2023-01-04 15:14:36.404414,133,94
2023-01-04 15:14:36.604217,158,96
2023-01-04 15:14:36.804425,103,95
2023-01-04 15:14:37.004090,160,92
2023-01-04 15:14:37.204687,147,99
2023-01-04 15:14:37.404361,175,95
2023-01-04 15:14:37.605210,163,98
2023-01-04 15:14:37.804872,177,92
2023-01-04 15:14:38.004542,159,99
2023-01-04 15:14:38.204299,173,92
2023-01-04 15:14:38.404387,129,96
2023-01-04 15:14:38.604688,124,98
2023-01-04 15:14:38.805165,115,94
2023-01-04 15:14:39.004793,152,92
2023-01-04 15:14:39.204041,131,93
2023-01-04 15:14:39.404198,183,99
2023-01-04 15:14:39.604113,152,96
2023-01-04 15:14:39.804765,161,92
2023-01-04 15:14:40.006408,175,93
2023-01-04 15:14:40.205645,117,94
2023-01-04 15:14:40.407433,104,91
2023-01-04 15:14:40.605726,115,91
2023-01-04 15:14:40.803914,180,99
2023-01-04 15:14:41.004686,93,90
2023-01-04 15:14:41.207264,161,94
2023-01-04 15:14:41.405859,157,90
2023-01-04 15:14:41.604863,154,93
2023-01-04 15:14:41.804511,128,90
2023-01-04 15:14:42.003969,139,90
2023-01-04 15:14:42.205408,93,95
2023-01-04 15:14:42.405643,118,91
2023-01-04 15:14:42.605466,130,91
2023-01-04 15:14:42.804340,110,92
2023-01-04 15:14:43.005878,131,94
2023-01-04 15:14:43.205080,88,99
2023-01-04 15:14:43.404666,99,96
2023-01-04 15:14:43.604076,160,92
2023-01-04 15:14:43.804413,162,99
2023-01-04 15:14:44.004061,145,99
2023-01-04 15:14:44.204013,173,94
2023-01-04 15:14:44.404069,132,98
2023-01-04 15:14:44.604280,127,99
2023-01-04 15:14:44.804709,116,92
2023-01-04 15:14:45.004137,170,98
2023-01-04 15:14:45.204048,179,91
2023-01-04 15:14:45.405279,183,97
2023-01-04 15:14:45.604655,115,91
2023-01-04 15:14:45.805451,171,94
2023-01-04 15:14:46.004085,132,96
2023-01-04 15:14:46.205740,110,94
2023-01-04 15:14:46.404309,143,95
2023-01-04 15:14:46.604604,131,97
2023-01-04 15:14:46.805310,129,97
2023-01-04 15:14:47.004148,138,97
2023-01-04 15:14:47.204298,149,97
2023-01-04 15:14:47.404105,146,92
2023-01-04 15:14:47.604557,150,94
2023-01-04 15:14:47.804163,163,95
2023-01-04 15:14:48.004978,99,92
2023-01-04 15:14:48.204464,184,99
2023-01-04 15:14:48.405235,98,95
2023-01-04 15:14:48.604546,133,96
2023-01-04 15:14:48.805194,126,90
2023-01-04 15:14:49.005998,101,96
2023-01-04 15:14:49.204154,134,96
2023-01-04 15:14:49.404568,143,97
2023-01-04 15:14:49.604117,124,93
2023-01-04 15:14:49.804447,174,99
2023-01-04 15:14:50.003851,136,92
2023-01-04 15:14:50.204836,161,95
2023-01-04 15:14:50.406978,183,91
2023-01-04 15:14:50.605725,183,92
2023-01-04 15:14:50.803866,158,90
2023-01-04 15:14:51.004460,173,91
2023-01-04 15:14:51.205193,135,95
2023-01-04 15:14:51.404784,153,92
2023-01-04 15:14:51.604118,174,94
2023-01-04 15:14:51.804708,149,93
2023-01-04 15:14:52.003892,120,96
2023-01-04 15:14:52.205060,130,92
2023-01-04 15:14:52.405531,153,93
2023-01-04 15:14:52.605201,119,93
2023-01-04 15:14:52.806297,157,96
2023-01-04 15:14:53.005995,121,93
2023-01-04 15:14:53.204028,95,93
2023-01-04 15:14:53.405156,166,93
2023-01-04 15:14:53.604903,183,92
2023-01-04 15:14:53.804466,107,98
2023-01-04 15:14:54.004417,172,91
2023-01-04 15:14:54.205233,159,94
2023-01-04 15:14:54.404724,166,95
2023-01-04 15:14:54.603826,138,98
2023-01-04 15:14:54.804642,121,94
2023-01-04 15:14:55.005617,183,97
2023-01-04 15:14:55.206737,170,93
2023-01-04 15:14:55.405041,143,94
2023-01-04 15:14:55.604291,136,99
2023-01-04 15:14:55.807041,170,90
2023-01-04 15:14:56.004837,154,94
2023-01-04 15:14:56.206471,85,92
2023-01-04 15:14:56.404843,111,94
2023-01-04 15:14:56.605117,87,94
2023-01-04 15:14:56.804163,176,93
2023-01-04 15:14:57.004527,89,98
2023-01-04 15:14:57.204337,150,94
2023-01-04 15:14:57.405684,141,90
2023-01-04 15:14:57.605154,162,95
2023-01-04 15:14:57.803996,124,97
2023-01-04 15:14:58.005365,178,90
2023-01-04 15:14:58.207659,157,90
2023-01-04 15:14:58.405128,100,99
2023-01-04 15:14:58.604580,127,94
2023-01-04 15:14:58.803901,139,97
2023-01-04 15:14:59.004271,170,90
2023-01-04 15:14:59.204434,139,94
2023-01-04 15:14:59.403852,144,99
2023-01-04 15:14:59.604773,93,94
2023-01-04 15:14:59.804057,109,90
2023-01-04 15:15:00.005225,119,99
2023-01-04 15:15:00.204461,100,94
2023-01-04 15:15:00.404684,125,93
2023-01-04 15:15:00.604258,146,90
2023-01-04 15:15:00.804173,182,99
2023-01-04 15:15:01.004174,96,90
2023-01-04 15:15:01.204633,154,93
2023-01-04 15:15:01.404117,88,92
2023-01-04 15:15:01.605164,167,98
2023-01-04 15:15:01.803893,114,97
2023-01-04 15:15:02.004667,139,99
2023-01-04 15:15:02.204934,122,98
2023-01-04 15:15:02.404929,90,97
2023-01-04 15:15:02.604329,119,91
2023-01-04 15:15:02.805396,118,91
2023-01-04 15:15:03.006656,86,96
2023-01-04 15:15:03.206154,166,98
2023-01-04 15:15:03.404774,155,93
2023-01-04 15:15:03.604642,97,95
2023-01-04 15:15:03.804824,171,96
2023-01-04 15:15:04.006013,170,93
2023-01-04 15:15:04.206757,108,98
2023-01-04 15:15:04.404770,96,96
2023-01-04 15:15:04.604267,135,92
2023-01-04 15:15:04.805211,172,97
2023-01-04 15:15:05.004796,101,95
2023-01-04 15:15:05.204273,178,97
2023-01-04 15:15:05.405792,146,93
2023-01-04 15:15:05.606,124,90
2023-01-04 15:15:05.804488,142,95
2023-01-04 15:15:06.007393,137,96
2023-01-04 15:15:06.204496,178,97
2023-01-04 15:15:06.405399,121,92
2023-01-04 15:15:06.607730,121,90
2023-01-04 15:15:06.805674,129,94
2023-01-04 15:15:07.004628,107,92
2023-01-04 15:15:07.204426,147,99
2023-01-04 15:15:07.405219,168,92
2023-01-04 15:15:07.605878,165,95
2023-01-04 15:15:07.804542,86,90
2023-01-04 15:15:08.004309,135,91
2023-01-04 15:15:08.204109,114,93
2023-01-04 15:15:08.406601,97,92
2023-01-04 15:15:08.604040,138,91
2023-01-04 15:15:08.804366,108,90
2023-01-04 15:15:09.004620,130,90
2023-01-04 15:15:09.204868,88,93
2023-01-04 15:15:09.404025,154,99
2023-01-04 15:15:09.604801,154,96
2023-01-04 15:15:09.804607,96,96
2023-01-04 15:15:10.004996,109,96
2023-01-04 15:15:10.207259,100,91
2023-01-04 15:15:10.404584,171,98
2023-01-04 15:15:10.604917,110,95
2023-01-04 15:15:10.804979,108,95
2023-01-04 15:15:11.005359,126,94
2023-01-04 15:15:11.205484,149,96
2023-01-04 15:15:11.405807,87,98
2023-01-04 15:15:11.604024,164,91
2023-01-04 15:15:11.804783,125,96
2023-01-04 15:15:12.007109,131,92
2023-01-04 15:15:12.204139,148,98
2023-01-04 15:15:12.404770,129,94
2023-01-04 15:15:12.604807,93,95
2023-01-04 15:15:12.804552,151,93
2023-01-04 15:15:13.004268,140,99
2023-01-04 15:15:13.205833,142,93
2023-01-04 15:15:13.404759,102,96
2023-01-04 15:15:13.604835,150,98
2023-01-04 15:15:13.805079,169,94
2023-01-04 15:15:14.004814,153,90
2023-01-04 15:15:14.205041,170,96
2023-01-04 15:15:14.405429,153,98
2023-01-04 15:15:14.605220,171,98
2023-01-04 15:15:14.804736,131,91
2023-01-04 15:15:15.005199,122,90
2023-01-04 15:15:15.204306,97,99
2023-01-04 15:15:15.404480,126,95
2023-01-04 15:15:15.605316,133,96
2023-01-04 15:15:15.805423,86,97
2023-01-04 15:15:16.004950,182,98
2023-01-04 15:15:16.204848,110,91
2023-01-04 15:15:16.404765,112,95
2023-01-04 15:15:16.607712,154,96
2023-01-04 15:15:16.804288,183,97
2023-01-04 15:15:17.004608,183,98
2023-01-04 15:15:17.203818,160,97
2023-01-04 15:15:17.404484,132,93
2023-01-04 15:15:17.605165,100,93
2023-01-04 15:15:17.804560,160,94
2023-01-04 15:15:18.004585,141,91
2023-01-04 15:15:18.203955,178,96
2023-01-04 15:15:18.405036,177,95
2023-01-04 15:15:18.604557,110,93
2023-01-04 15:15:18.803739,169,90
2023-01-04 15:15:19.005367,102,96
2023-01-04 15:15:19.204743,181,99
2023-01-04 15:15:19.404774,115,94
2023-01-04 15:15:19.605095,95,94
2023-01-04 15:15:19.804415,110,98
2023-01-04 15:15:20.005043,117,93
2023-01-04 15:15:20.204718,112,94
2023-01-04 15:15:20.405379,88,91
2023-01-04 15:15:20.604228,166,92
2023-01-04 15:15:20.805060,112,98
2023-01-04 15:15:21.004437,159,90
2023-01-04 15:15:21.204675,110,92
2023-01-04 15:15:21.405130,149,91
2023-01-04 15:15:21.606203,128,95
2023-01-04 15:15:21.804755,116,97
2023-01-04 15:15:22.004995,97,94
2023-01-04 15:15:22.206451,137,95
2023-01-04 15:15:22.403828,175,97
2023-01-04 15:15:22.604181,144,95
2023-01-04 15:15:22.804030,171,90
2023-01-04 15:15:23.005798,111,91
2023-01-04 15:15:23.205944,127,99
2023-01-04 15:15:23.404973,99,91
2023-01-04 15:15:23.604104,139,94
2023-01-04 15:15:23.804758,106,98
2023-01-04 15:15:24.004097,154,93
2023-01-04 15:15:24.204195,170,93
2023-01-04 15:15:24.405048,95,91
2023-01-04 15:15:24.604165,133,98
2023-01-04 15:15:24.804320,177,98
2023-01-04 15:15:25.003779,121,90
2023-01-04 15:15:25.204012,141,91
2023-01-04 15:15:25.403847,146,91
2023-01-04 15:15:25.603974,134,97
2023-01-04 15:15:25.804666,89,93
2023-01-04 15:15:26.004735,105,97
2023-01-04 15:15:26.203814,90,98
2023-01-04 15:15:26.404129,96,90
2023-01-04 15:15:26.604249,150,97
2023-01-04 15:15:26.803933,103,90
2023-01-04 15:15:27.003893,155,92
2023-01-04 15:15:27.204814,144,98
2023-01-04 15:15:27.404242,164,93
2023-01-04 15:15:27.604101,105,99
2023-01-04 15:15:27.804011,106,91
2023-01-04 15:15:28.004074,125,96
2023-01-04 15:15:28.204647,182,92
2023-01-04 15:15:28.404511,109,93
2023-01-04 15:15:28.605900,158,91
2023-01-04 15:15:28.804930,102,94
2023-01-04 15:15:29.006222,168,97
2023-01-04 15:15:29.204753,148,91
2023-01-04 15:15:29.403834,159,93
2023-01-04 15:15:29.604053,111,99
2023-01-04 15:15:29.803990,151,92
2023-01-04 15:15:30.004739,132,99
2023-01-04 15:15:30.204655,107,98
2023-01-04 15:15:30.406452,99,99
2023-01-04 15:15:30.605124,115,95
2023-01-04 15:15:30.805126,118,95
2023-01-04 15:15:31.005703,103,90
2023-01-04 15:15:31.204253,181,97
2023-01-04 15:15:31.404522,145,90
2023-01-04 15:15:31.605098,101,95
2023-01-04 15:15:31.803943,104,91
2023-01-04 15:15:32.004082,123,96
2023-01-04 15:15:32.325394,107,91
2023-01-04 15:15:32.543254,170,91
2023-01-04 15:15:32.615786,174,98
2023-01-04 15:15:32.804859,172,93
2023-01-04 15:15:33.003986,132,92
2023-01-04 15:15:33.204775,104,99
2023-01-04 15:15:33.404714,112,97
2023-01-04 15:15:33.604133,130,97
2023-01-04 15:15:33.804851,92,99
2023-01-04 15:15:34.006902,96,93
2023-01-04 15:15:34.205145,178,90
2023-01-04 15:15:34.405391,173,97
2023-01-04 15:15:34.606045,109,94
2023-01-04 15:15:34.803865,121,95
2023-01-04 15:15:35.003795,173,90
2023-01-04 15:15:35.204480,100,94
2023-01-04 15:15:35.404786,118,90
2023-01-04 15:15:35.604233,113,95
2023-01-04 15:15:35.805663,85,97
2023-01-04 15:15:36.003926,93,93
2023-01-04 15:15:36.204683,141,95
2023-01-04 15:15:36.405779,100,99
2023-01-04 15:15:36.604654,100,95
