Timezone(sec),19800
2023-01-04 10:57:17.919215,168,98
2023-01-04 10:57:18.117923,89,93
2023-01-04 10:57:18.316875,159,90
2023-01-04 10:57:18.516767,106,95
2023-01-04 10:57:18.716500,146,98
2023-01-04 10:57:18.916946,161,91
2023-01-04 10:57:19.117152,151,96
2023-01-04 10:57:19.316732,155,97
2023-01-04 10:57:19.517146,165,99
2023-01-04 10:57:19.716962,171,95
2023-01-04 10:57:19.917670,133,90
2023-01-04 10:57:20.117536,179,91
2023-01-04 10:57:20.316883,172,92
2023-01-04 10:57:20.517463,147,93
2023-01-04 10:57:20.716989,96,97
2023-01-04 10:57:20.916271,105,90
2023-01-04 10:57:21.116371,115,95
2023-01-04 10:57:21.316856,165,93
2023-01-04 10:57:21.516771,124,98
2023-01-04 10:57:21.716927,128,91
2023-01-04 10:57:21.917009,94,91
2023-01-04 10:57:22.116673,99,97
2023-01-04 10:57:22.317038,163,91
2023-01-04 10:57:22.517276,103,97
2023-01-04 10:57:22.716817,107,94
2023-01-04 10:57:22.917793,124,92
2023-01-04 10:57:23.117807,102,91
2023-01-04 10:57:23.317204,178,92
2023-01-04 10:57:23.517799,150,97
2023-01-04 10:57:23.717335,133,96
2023-01-04 10:57:23.917132,150,91
2023-01-04 10:57:24.117022,116,94
2023-01-04 10:57:24.318894,143,99
2023-01-04 10:57:24.519121,181,90
2023-01-04 10:57:24.717333,177,95
2023-01-04 10:57:24.917571,104,93
2023-01-04 10:57:25.117727,160,96
2023-01-04 10:57:25.317305,158,92
2023-01-04 10:57:25.516859,145,92
2023-01-04 10:57:25.717034,131,98
2023-01-04 10:57:25.917147,114,93
2023-01-04 10:57:26.117070,128,95
2023-01-04 10:57:26.316966,126,91
2023-01-04 10:57:26.517323,99,94
2023-01-04 10:57:26.716806,98,93
2023-01-04 10:57:26.916332,98,92
2023-01-04 10:57:27.117288,181,90
2023-01-04 10:57:27.316752,162,98
2023-01-04 10:57:27.516896,159,90
2023-01-04 10:57:27.716723,110,93
2023-01-04 10:57:27.917022,182,98
2023-01-04 10:57:28.117305,105,94
2023-01-04 10:57:28.317130,117,99
2023-01-04 10:57:28.517513,171,94
2023-01-04 10:57:28.717288,99,93
2023-01-04 10:57:28.917441,159,90
2023-01-04 10:57:29.117447,147,99
2023-01-04 10:57:29.318368,99,94
2023-01-04 10:57:29.516909,123,99
2023-01-04 10:57:29.719065,153,93
2023-01-04 10:57:29.917153,129,96
2023-01-04 10:57:30.118069,112,90
2023-01-04 10:57:30.317380,145,97
2023-01-04 10:57:30.518747,86,94
2023-01-04 10:57:30.717233,104,94
2023-01-04 10:57:30.917397,178,94
2023-01-04 10:57:31.117584,100,90
2023-01-04 10:57:31.317617,106,96
2023-01-04 10:57:31.516285,133,92
2023-01-04 10:57:31.717092,129,97
2023-01-04 10:57:31.916941,129,92
2023-01-04 10:57:32.117172,156,96
2023-01-04 10:57:32.316864,165,96
2023-01-04 10:57:32.517368,175,93
2023-01-04 10:57:32.717167,99,98
2023-01-04 10:57:32.917160,149,99
2023-01-04 10:57:33.116388,126,98
2023-01-04 10:57:33.317517,139,94
2023-01-04 10:57:33.517290,128,95
2023-01-04 10:57:33.716815,110,94
2023-01-04 10:57:33.916359,96,96
2023-01-04 10:57:34.116181,98,91
2023-01-04 10:57:34.317365,87,98
2023-01-04 10:57:34.516474,90,92
2023-01-04 10:57:34.716344,181,92
2023-01-04 10:57:34.916329,135,99
2023-01-04 10:57:35.117322,178,99
2023-01-04 10:57:35.317312,103,98
2023-01-04 10:57:35.516818,150,99
2023-01-04 10:57:35.716893,116,97
2023-01-04 10:57:35.916467,126,91
2023-01-04 10:57:36.117198,153,98
2023-01-04 10:57:36.317933,159,91
2023-01-04 10:57:36.517005,177,96
2023-01-04 10:57:36.717452,108,98
2023-01-04 10:57:36.917728,133,91
2023-01-04 10:57:37.117448,118,92
2023-01-04 10:57:37.317693,87,92
2023-01-04 10:57:37.517335,183,93
2023-01-04 10:57:37.717157,115,93
2023-01-04 10:57:37.918935,145,93
2023-01-04 10:57:38.117242,170,99
2023-01-04 10:57:38.317671,94,91
2023-01-04 10:57:38.517339,121,96
2023-01-04 10:57:38.717728,159,99
2023-01-04 10:57:38.916887,102,96
2023-01-04 10:57:39.116883,140,94
2023-01-04 10:57:39.317535,140,99
2023-01-04 10:57:39.518,101,99
2023-01-04 10:57:39.717133,156,99
2023-01-04 10:57:39.917071,135,96
2023-01-04 10:57:40.116503,170,94
2023-01-04 10:57:40.317120,165,99
2023-01-04 10:57:40.517238,88,98
2023-01-04 10:57:40.716746,178,93
2023-01-04 10:57:40.916562,98,94
2023-01-04 10:57:41.117425,120,97
2023-01-04 10:57:41.317373,120,97
2023-01-04 10:57:41.517336,128,93
2023-01-04 10:57:41.717096,144,91
2023-01-04 10:57:41.917527,135,90
2023-01-04 10:57:42.117308,130,95
2023-01-04 10:57:42.317179,88,93
2023-01-04 10:57:42.517330,166,91
2023-01-04 10:57:42.717486,91,90
2023-01-04 10:57:42.917151,166,91
2023-01-04 10:57:43.117937,139,95
2023-01-04 10:57:43.317320,134,96
2023-01-04 10:57:43.517117,143,94
2023-01-04 10:57:43.717068,163,91
2023-01-04 10:57:43.917159,129,91
2023-01-04 10:57:44.117635,134,97
2023-01-04 10:57:44.316961,159,99
2023-01-04 10:57:44.517185,116,96
2023-01-04 10:57:44.716935,111,96
2023-01-04 10:57:44.916639,115,91
2023-01-04 10:57:45.116658,110,91
2023-01-04 10:57:45.317268,153,97
2023-01-04 10:57:45.517431,173,95
2023-01-04 10:57:45.716544,129,93
2023-01-04 10:57:45.916561,181,95
2023-01-04 10:57:46.117449,131,93
2023-01-04 10:57:46.316491,146,99
2023-01-04 10:57:46.516614,143,93
2023-01-04 10:57:46.716606,97,90
2023-01-04 10:57:46.916750,87,93
2023-01-04 10:57:47.117062,101,98
2023-01-04 10:57:47.316866,138,94
2023-01-04 10:57:47.516474,110,99
2023-01-04 10:57:47.717058,165,94
2023-01-04 10:57:47.917062,148,92
2023-01-04 10:57:48.116586,180,92
2023-01-04 10:57:48.316423,134,95
2023-01-04 10:57:48.516862,140,91
2023-01-04 10:57:48.717040,85,91
2023-01-04 10:57:48.916582,92,96
2023-01-04 10:57:49.117418,119,96
2023-01-04 10:57:49.317089,163,94
2023-01-04 10:57:49.518958,135,93
2023-01-04 10:57:49.719561,97,97
2023-01-04 10:57:49.917263,119,91
2023-01-04 10:57:50.119282,158,95
2023-01-04 10:57:50.316384,119,99
2023-01-04 10:57:50.519252,114,97
2023-01-04 10:57:50.716778,121,99
2023-01-04 10:57:50.917796,132,94
2023-01-04 10:57:51.117781,103,93
2023-01-04 10:57:51.317256,97,99
2023-01-04 10:57:51.518120,165,99
2023-01-04 10:57:51.717218,152,92
2023-01-04 10:57:51.917245,116,99
2023-01-04 10:57:52.117303,139,93
2023-01-04 10:57:52.317187,139,97
2023-01-04 10:57:52.517103,95,90
2023-01-04 10:57:52.717946,107,95
2023-01-04 10:57:52.916656,126,96
2023-01-04 10:57:53.116852,157,97
2023-01-04 10:57:53.317019,152,94
2023-01-04 10:57:53.517400,96,94
2023-01-04 10:57:53.717339,104,91
2023-01-04 10:57:53.917525,88,90
2023-01-04 10:57:54.116247,171,94
2023-01-04 10:57:54.317052,151,95
2023-01-04 10:57:54.516781,87,99
2023-01-04 10:57:54.717026,87,90
2023-01-04 10:57:54.917090,148,99
2023-01-04 10:57:55.116438,113,96
2023-01-04 10:57:55.317658,161,97
2023-01-04 10:57:55.517674,98,91
2023-01-04 10:57:55.716832,105,98
2023-01-04 10:57:55.917653,132,99
2023-01-04 10:57:56.117166,124,93
2023-01-04 10:57:56.317036,134,91
2023-01-04 10:57:56.517264,172,91
2023-01-04 10:57:56.717263,120,96
2023-01-04 10:57:56.917466,158,93
2023-01-04 10:57:57.117535,153,97
2023-01-04 10:57:57.316996,128,99
2023-01-04 10:57:57.517603,127,96
2023-01-04 10:57:57.717184,88,97
2023-01-04 10:57:57.918425,141,93
2023-01-04 10:57:58.117580,149,97
2023-01-04 10:57:58.317572,170,92
2023-01-04 10:57:58.516930,119,98
2023-01-04 10:57:58.716958,181,91
2023-01-04 10:57:58.916937,132,93
2023-01-04 10:57:59.117767,143,95
2023-01-04 10:57:59.316258,132,92
2023-01-04 10:57:59.517048,137,94
2023-01-04 10:57:59.716755,153,99
2023-01-04 10:57:59.916889,139,94
2023-01-04 10:58:00.117144,96,94
2023-01-04 10:58:00.317552,164,93
2023-01-04 10:58:00.517029,91,95
2023-01-04 10:58:00.717625,110,91
2023-01-04 10:58:00.917402,136,92
2023-01-04 10:58:01.116996,158,96
2023-01-04 10:58:01.317708,142,98
2023-01-04 10:58:01.517189,111,92
2023-01-04 10:58:01.717047,119,95
2023-01-04 10:58:01.916896,110,96
2023-01-04 10:58:02.116894,98,94
2023-01-04 10:58:02.316743,133,90
2023-01-04 10:58:02.517317,116,90
2023-01-04 10:58:02.717077,126,98
2023-01-04 10:58:02.916558,108,93
2023-01-04 10:58:03.116472,174,98
2023-01-04 10:58:03.317659,128,90
2023-01-04 10:58:03.516698,164,95
2023-01-04 10:58:03.717936,118,96
2023-01-04 10:58:03.917133,182,99
2023-01-04 10:58:04.117465,169,94
2023-01-04 10:58:04.317377,182,97
2023-01-04 10:58:04.518429,183,93
2023-01-04 10:58:04.717330,160,92
2023-01-04 10:58:04.917491,100,90
2023-01-04 10:58:05.117320,91,90
2023-01-04 10:58:05.317262,108,93
2023-01-04 10:58:05.516816,167,97
2023-01-04 10:58:05.716712,92,98
2023-01-04 10:58:05.917081,101,96
2023-01-04 10:58:06.116985,146,91
2023-01-04 10:58:06.316688,115,98
2023-01-04 10:58:06.517022,125,92
2023-01-04 10:58:06.716437,124,99
